eventID,parentEventID,eventDate,samplingProtocol,sampleSizeValue,sampleSizeUnit,footprintSRS,footprintWKT,countryCode,stateProvinde,municipality,location
CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20180406,CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1,20180406,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20160318,CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1,20160318,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20100413,CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1,20100413,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20170404,CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1,20170404,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20220510,CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1,20220510,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1,20210420,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20200312,CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1,20200312,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2_20200312,CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2,20200312,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A20_T2_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A20_T2,20210420,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A20_T2_20180406,CSIC-EEZ:SERPAM:AMOLADERAS_A20_T2,20180406,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A20_T2_20100413,CSIC-EEZ:SERPAM:AMOLADERAS_A20_T2,20100413,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20100413,CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1,20100413,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20180406,CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1,20180406,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20100415,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1,20100415,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20170404,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1,20170404,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20180406,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1,20180406,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T2_20170404,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T2,20170404,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T2_20100415,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T2,20100415,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T2_20200312,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T2,20200312,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T2_20110405,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T2,20110405,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20100415,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1,20100415,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2_20170404,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2,20170404,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2_20100415,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2,20100415,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2_20110405,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2,20110405,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T2_20110406,CSIC-EEZ:SERPAM:AMOLADERAS_A30_T2,20110406,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T2_20100415,CSIC-EEZ:SERPAM:AMOLADERAS_A30_T2,20100415,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20100415,CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1,20100415,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20200312,CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1,20200312,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20180406,CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1,20180406,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20120315,CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1,20120315,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20110405,CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1,20110405,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20100413,CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1,20100413,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2_20100413,CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2,20100413,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20170404,CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1,20170404,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2_20200312,CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2,20200312,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2,20210420,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A15_T2_20200312,CSIC-EEZ:SERPAM:AMOLADERAS_A15_T2,20200312,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A15_T2_20170404,CSIC-EEZ:SERPAM:AMOLADERAS_A15_T2,20170404,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20110405,CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1,20110405,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20220510,CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1,20220510,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A15_T2_20100413,CSIC-EEZ:SERPAM:AMOLADERAS_A15_T2,20100413,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A15_T2_20110405,CSIC-EEZ:SERPAM:AMOLADERAS_A15_T2,20110405,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2,20210420,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20190510,CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2,20190510,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20170404,CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2,20170404,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20180406,CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1,20180406,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20120315,CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1,20120315,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20130401,CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1,20130401,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20140408,CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1,20140408,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20170404,CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1,20170404,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20190510,CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1,20190510,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20130401,CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2,20130401,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20170404,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1,20170404,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20100415,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2,20100415,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1,20130401,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20130401,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2,20130401,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20180406,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2,20180406,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20120315,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1,20120315,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20110405,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2,20110405,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2_20200312,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2,20200312,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2_20170404,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2,20170404,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2_20110406,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2,20110406,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20180406,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1,20180406,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20100415,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1,20100415,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2_20110406,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2,20110406,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2_20100415,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2,20100415,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20200312,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1,20200312,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20170404,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1,20170404,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2_20220510,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2,20220510,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2,20210420,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2_20200312,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2,20200312,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2_20180406,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2,20180406,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2,20210420,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A11_T1_20220510,CSIC-EEZ:SERPAM:AMOLADERAS_A11_T1,20220510,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20180406,CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2,20180406,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1_20170404,CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1,20170404,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A21_T2_20230411,CSIC-EEZ:SERPAM:AMOLADERAS_A21_T2,20230411,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A21_T2_20220510,CSIC-EEZ:SERPAM:AMOLADERAS_A21_T2,20220510,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20220510,CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1,20220510,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20200312,CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1,20200312,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1,20210420,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20230411,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1,20230411,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20120315,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1,20120315,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20170404,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2,20170404,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20110405,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2,20110405,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20180406,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1,20180406,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2_20100415,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2,20100415,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20100415,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1,20100415,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20120322,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2,20120322,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20100415,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2,20100415,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20180406,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1,20180406,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2,20210420,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20180406,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2,20180406,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20140408,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1,20140408,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20130401,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1,20130401,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20120322,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1,20120322,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1,20110406,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20100415,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1,20100415,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20200312,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1,20200312,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2,20210420,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1,20210420,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20120315,CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2,20120315,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20200312,CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2,20200312,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2_20220510,CSIC-EEZ:SERPAM:AMOLADERAS_A19_T2,20220510,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20170404,CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1,20170404,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1,20210420,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A21_T2_20120315,CSIC-EEZ:SERPAM:AMOLADERAS_A21_T2,20120315,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A21_T2_20200312,CSIC-EEZ:SERPAM:AMOLADERAS_A21_T2,20200312,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A21_T2_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A21_T2,20210420,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20200312,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1,20200312,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1,20210420,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20120315,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2,20120315,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T2,20210420,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20200312,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1,20200312,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1,20210420,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T2_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T2,20210420,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20200312,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1,20200312,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2_20200312,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2,20200312,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2,20210420,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20170404,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1,20170404,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20200312,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1,20200312,Point Quadrat Transect,2,m,epsg:25830,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2,20210420,Point Quadrat Transect,2,m,epsg:25830,,,,,
